Run	AvgSpotLen	Bases	Organism	geo_loc_name_country	BioProject	Collection_date	Month	Library.Name	Location	collected_by
SRR17006841	432	72793267	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-29	09	K026732	Gauteng	University of Pretoria
SRR17006653	433	53085528	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-11	10	K026609	KwaZulu-Natal	National Health Laboratory service
SRR17006688	415	12692925	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-16	09	K026768	Gauteng	University of Pretoria
SRR17006701	406	84479587	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-08	10	K026669	Eastern Cape	National Health Laboratory service
SRR17006703	412	95273862	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-08	10	K026668	Eastern Cape	National Health Laboratory service
SRR17006709	423	83157574	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-13	10	K026662	Eastern Cape	National Health Laboratory service
SRR17006740	425	83901687	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-07	10	K026589	KwaZulu-Natal	National Health Laboratory service
SRR17006764	409	87526461	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-22	09	K026715	Eastern Cape	National Health Laboratory service
SRR17006826	419	56510683	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-18	09	K026746	Gauteng	University of Pretoria
SRR17006844	419	91217970	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-29	09	K026729	Gauteng	University of Pretoria
SRR17051895	299	91446882	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-15	11	CERI-KRISP-K032199	Gauteng	National Health Laboratory Service
SRR17051896	305	49612895	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-14	11	CERI-KRISP-K032198	Gauteng	National Health Laboratory Service
SRR17051897	308	45190516	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-15	11	CERI-KRISP-K032197	Gauteng	National Health Laboratory Service
SRR17051898	302	59750732	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-22	11	CERI-KRISP-K032254	Gauteng	National Health Laboratory Service
SRR17051899	300	39076645	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-15	11	CERI-KRISP-K032196	Gauteng	National Health Laboratory Service
SRR17051901	295	76651263	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-22	11	CERI-KRISP-K032252	Gauteng	National Health Laboratory Service
SRR17051902	307	80831422	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-22	11	CERI-KRISP-K032251	Gauteng	National Health Laboratory Service
SRR17051903	305	113800566	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-22	11	CERI-KRISP-K032250	Gauteng	National Health Laboratory Service
SRR17051906	287	47359129	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-19	11	CERI-KRISP-K032247	Gauteng	National Health Laboratory Service
SRR17051907	303	81269916	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-19	11	CERI-KRISP-K032246	Gauteng	National Health Laboratory Service
SRR17051908	306	61921634	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-17	11	CERI-KRISP-K032191	Gauteng	National Health Laboratory Service
SRR17051909	302	89878174	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-19	11	CERI-KRISP-K032221	Gauteng	National Health Laboratory Service
SRR17051911	305	60767824	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-19	11	CERI-KRISP-K032219	Gauteng	National Health Laboratory Service
SRR17051913	304	56763222	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-19	11	CERI-KRISP-K032217	Gauteng	National Health Laboratory Service
SRR17051914	310	73241176	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-17	11	CERI-KRISP-K032216	Gauteng	National Health Laboratory Service
SRR17051915	299	91594234	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-19	11	CERI-KRISP-K032215	Gauteng	National Health Laboratory Service
SRR17051916	303	83706839	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-17	11	CERI-KRISP-K032214	Gauteng	National Health Laboratory Service
SRR17051917	305	52188682	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-18	11	CERI-KRISP-K032212	Gauteng	National Health Laboratory Service
SRR17051918	303	68314966	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-18	11	CERI-KRISP-K032211	Gauteng	National Health Laboratory Service
SRR17051920	300	85304529	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-18	11	CERI-KRISP-K032210	Gauteng	National Health Laboratory Service
SRR17051921	294	58242570	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-18	11	CERI-KRISP-K032209	Gauteng	National Health Laboratory Service
SRR17051923	306	54571707	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-18	11	CERI-KRISP-K032207	Gauteng	National Health Laboratory Service
SRR17051925	301	55250597	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-18	11	CERI-KRISP-K032205	Gauteng	National Health Laboratory Service
SRR17051927	310	62466366	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-16	11	CERI-KRISP-K032203	Gauteng	National Health Laboratory Service
SRR17051928	302	54388002	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-16	11	CERI-KRISP-K032202	Gauteng	National Health Laboratory Service
SRR17051929	297	77235546	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-16	11	CERI-KRISP-K032201	Gauteng	National Health Laboratory Service
SRR17051930	302	58841833	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-17	11	CERI-KRISP-K032189	Gauteng	National Health Laboratory Service
SRR17051931	306	33236502	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-17	11	CERI-KRISP-K032188	Gauteng	National Health Laboratory Service
SRR17051932	309	57537306	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-20	11	CERI-KRISP-K032245	Gauteng	National Health Laboratory Service
SRR17051934	307	40719651	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-15	11	CERI-KRISP-K032195	Gauteng	National Health Laboratory Service
SRR17051935	310	17722031	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-20	11	CERI-KRISP-K032243	Gauteng	National Health Laboratory Service
SRR17051936	311	27980872	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-20	11	CERI-KRISP-K032242	Gauteng	National Health Laboratory Service
SRR17051938	303	57278580	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-22	11	CERI-KRISP-K032239	Gauteng	National Health Laboratory Service
SRR17051939	312	58243026	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-22	11	CERI-KRISP-K032238	Gauteng	National Health Laboratory Service
SRR17051940	309	41831948	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-21	11	CERI-KRISP-K032237	Gauteng	National Health Laboratory Service
SRR17051941	296	41249414	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-19	11	CERI-KRISP-K032236	Gauteng	National Health Laboratory Service
SRR17051942	290	116713079	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-22	11	CERI-KRISP-K032235	Gauteng	National Health Laboratory Service
SRR17051946	307	60756534	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-22	11	CERI-KRISP-K032232	Gauteng	National Health Laboratory Service
SRR17051949	301	64167595	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-19	11	CERI-KRISP-K032229	Gauteng	National Health Laboratory Service
SRR17051950	308	33711706	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-19	11	CERI-KRISP-K032228	Gauteng	National Health Laboratory Service
SRR17051951	304	69899994	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-19	11	CERI-KRISP-K032227	Gauteng	National Health Laboratory Service
SRR17051952	300	78012743	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-19	11	CERI-KRISP-K032226	Gauteng	National Health Laboratory Service
SRR17051955	297	42708754	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-19	11	CERI-KRISP-K032222	Gauteng	National Health Laboratory Service
SRR17054503	327	164800365	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-19	11	CERI-KRISP-K032271	KwaZulu-Natal	National Health Laboratory Service
SRR17054507	327	151163519	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-23	11	CERI-KRISP-K032286	KwaZulu-Natal	National Health Laboratory Service
SRR17054509	327	145859044	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-23	11	CERI-KRISP-K032284	KwaZulu-Natal	National Health Laboratory Service
SRR17054510	321	165247476	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-22	11	CERI-KRISP-K032283	KwaZulu-Natal	National Health Laboratory Service
SRR17024199	431	30258419	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-08	10	K026901	Gauteng	National Health Laboratory service
SRR17024200	416	19699271	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-06	10	K026900	Gauteng	National Health Laboratory service
SRR17024202	412	59784893	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-06	10	K026898	Gauteng	National Health Laboratory service
SRR17026786	314	34117929	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-25	10	K027296	KwaZulu-Natal	National Health Laboratory Service
SRR17026787	312	53640233	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-25	10	K027295	KwaZulu-Natal	National Health Laboratory Service
SRR17026790	321	31157463	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-24	10	K027292	KwaZulu-Natal	National Health Laboratory Service
SRR17026791	332	66026656	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-20	10	K027318	KwaZulu-Natal	National Health Laboratory Service
SRR17026792	311	45680794	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-24	10	K027291	KwaZulu-Natal	National Health Laboratory Service
SRR17026793	324	81092512	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-25	10	K027317	KwaZulu-Natal	National Health Laboratory Service
SRR17026794	325	69085092	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-25	10	K027316	KwaZulu-Natal	National Health Laboratory Service
SRR17026795	325	74830374	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-22	10	K027315	KwaZulu-Natal	National Health Laboratory Service
SRR17026801	316	60419600	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-20	10	K027309	KwaZulu-Natal	National Health Laboratory Service
SRR17026802	324	68469891	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-20	10	K027308	KwaZulu-Natal	National Health Laboratory Service
SRR17026803	312	31713867	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-23	10	K027290	KwaZulu-Natal	National Health Laboratory Service
SRR17026805	326	43836618	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-21	10	K027306	KwaZulu-Natal	National Health Laboratory Service
SRR17026806	323	80748500	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-21	10	K027305	KwaZulu-Natal	National Health Laboratory Service
SRR17026808	317	55730934	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-22	10	K027303	KwaZulu-Natal	National Health Laboratory Service
SRR17026809	329	39413697	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-22	10	K027302	KwaZulu-Natal	National Health Laboratory Service
SRR17026812	323	53885870	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-20	10	K027299	KwaZulu-Natal	National Health Laboratory Service
SRR17026813	320	32665188	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-25	10	K027298	KwaZulu-Natal	National Health Laboratory Service
SRR17026814	323	55992547	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-23	10	K027289	KwaZulu-Natal	National Health Laboratory Service
SRR17014931	316	86701824	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-29	10	K027890	KwaZulu-Natal	National Health Laboratory Service
SRR17014943	283	27792544	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-28	10	K027879	KwaZulu-Natal	National Health Laboratory Service
SRR17014956	252	15237989	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-07	11	K027867	KwaZulu-Natal	National Health Laboratory Service
SRR17014964	286	18095268	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-05	11	K027860	KwaZulu-Natal	National Health Laboratory Service
SRR17014966	289	26935713	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-02	11	K027858	KwaZulu-Natal	National Health Laboratory Service
SRR17014967	327	60886081	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-03	11	K027857	KwaZulu-Natal	National Health Laboratory Service
SRR17088899	325	196186150	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-18	11	K032260	KwaZulu-Natal	National Health Laboratory Service
SRR17088904	319	58734181	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-23	11	K032289	KwaZulu-Natal	National Health Laboratory Service
SRR17088905	332	47476134	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-23	11	K032288	KwaZulu-Natal	National Health Laboratory Service
SRR17088918	330	74242901	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-18	11	K032276	KwaZulu-Natal	National Health Laboratory Service
SRR17088921	321	36336172	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-18	11	K032274	KwaZulu-Natal	National Health Laboratory Service
SRR17088922	327	175420835	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-21	11	K032273	KwaZulu-Natal	National Health Laboratory Service
SRR17090368	312	40529595	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-22	10	K027443	Gauteng	National Health Laboratory Service
SRR17090371	329	72856326	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-22	10	K027440	Gauteng	National Health Laboratory Service
SRR17090374	316	41147722	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-23	10	K027455	Gauteng	National Health Laboratory Service
SRR17090375	319	66761866	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-22	10	K027454	Gauteng	National Health Laboratory Service
SRR17090377	353	52723621	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-20	10	K027452	Gauteng	National Health Laboratory Service
SRR17090382	308	29995408	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-20	10	K027447	Gauteng	National Health Laboratory Service
SRR17024201	416	63827519	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-07	10	K026899	Gauteng	National Health Laboratory service
SRR17026785	321	46316808	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-25	10	K027297	KwaZulu-Natal	National Health Laboratory Service
SRR17026788	313	61798927	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-25	10	K027294	KwaZulu-Natal	National Health Laboratory Service
SRR17026789	324	68763170	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-25	10	K027293	KwaZulu-Natal	National Health Laboratory Service
SRR17026796	323	43111440	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-22	10	K027314	KwaZulu-Natal	National Health Laboratory Service
SRR17026797	313	81669524	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-21	10	K027313	KwaZulu-Natal	National Health Laboratory Service
SRR17026811	323	35146670	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-25	10	K027300	KwaZulu-Natal	National Health Laboratory Service
SRR17014933	292	25511387	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-28	10	K027888	KwaZulu-Natal	National Health Laboratory Service
SRR17014948	320	61380353	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-04	11	K027875	KwaZulu-Natal	National Health Laboratory Service
