Run	AvgSpotLen	Bases	Organism	geo_loc_name_country	BioProject	Collection_date	Month	Library.Name	Location	collected_by
SRR17090367	325	25314680	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-22	10	K027444	Gauteng	National Health Laboratory Service
SRR17090370	326	37310427	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-22	10	K027441	Gauteng	National Health Laboratory Service
SRR17090372	322	72655072	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-25	10	K027439	KwaZulu-Natal	National Health Laboratory Service
SRR17090373	316	78192393	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-22	10	K027438	KwaZulu-Natal	National Health Laboratory Service
SRR17090378	324	125048312	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-21	10	K027451	Gauteng	National Health Laboratory Service
SRR17090383	312	29836158	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-18	10	K027446	Gauteng	National Health Laboratory Service
SRR17090385	325	67196472	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-20	10	K027436	KwaZulu-Natal	National Health Laboratory Service
SRR17006638	429	82287181	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-04	10	K026569	KwaZulu-Natal	National Health Laboratory service
SRR17006640	427	28892834	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-30	09	K026559	KwaZulu-Natal	National Health Laboratory service
SRR17006643	431	86868338	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-04	10	K026565	KwaZulu-Natal	National Health Laboratory service
SRR17006646	460	97406682	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-07	10	K026616	KwaZulu-Natal	National Health Laboratory service
SRR17006647	424	94000574	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-06	10	K026615	KwaZulu-Natal	National Health Laboratory service
SRR17006648	424	99664845	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-05	10	K026614	KwaZulu-Natal	National Health Laboratory service
SRR17006649	430	78672685	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-04	10	K026613	KwaZulu-Natal	National Health Laboratory service
SRR17006652	440	110175075	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-11	10	K026610	KwaZulu-Natal	National Health Laboratory service
SRR17006655	446	51759793	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-10	10	K026608	KwaZulu-Natal	National Health Laboratory service
SRR17006658	427	62425785	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-08	10	K026605	KwaZulu-Natal	National Health Laboratory service
SRR17006660	430	106702851	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-06	10	K026603	KwaZulu-Natal	National Health Laboratory service
SRR17006664	419	42128764	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-05	10	K026599	KwaZulu-Natal	National Health Laboratory service
SRR17006665	432	432709	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-05	10	K026582	KwaZulu-Natal	National Health Laboratory service
SRR17006667	429	55817195	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-28	09	K026787	Gauteng	National Health Laboratory service
SRR17006668	433	92035554	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-28	09	K026786	Gauteng	National Health Laboratory service
SRR17006671	429	110874176	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-27	09	K026783	Gauteng	National Health Laboratory service
SRR17006673	434	118042544	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-17	09	K026781	Gauteng	University of Pretoria
SRR17006676	426	114389447	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-05	10	K026581	KwaZulu-Natal	National Health Laboratory service
SRR17006677	466	27713766	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-15	09	K026778	Gauteng	University of Pretoria
SRR17006680	434	81758887	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-15	09	K026775	Mpumalanga	University of Pretoria
SRR17006681	424	111382972	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-15	09	K026774	Mpumalanga	University of Pretoria
SRR17006682	431	117709474	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-15	09	K026773	Mpumalanga	University of Pretoria
SRR17006685	426	107831650	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-15	09	K026770	Gauteng	University of Pretoria
SRR17006686	424	100404893	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-16	09	K026769	Gauteng	University of Pretoria
SRR17006687	447	116360448	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-27	09	K026580	KwaZulu-Natal	National Health Laboratory service
SRR17006689	418	82809980	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026680	Eastern Cape	National Health Laboratory service
SRR17006691	418	10898367	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-28	09	K026571	KwaZulu-Natal	National Health Laboratory service
SRR17006692	411	88065892	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026678	Eastern Cape	National Health Laboratory service
SRR17006693	413	109844125	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-04	10	K026677	Eastern Cape	National Health Laboratory service
SRR17006694	420	69053109	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-04	10	K026676	Eastern Cape	National Health Laboratory service
SRR17006697	387	60236458	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-05	10	K026673	Eastern Cape	National Health Laboratory service
SRR17006698	412	94724886	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-04	10	K026672	Eastern Cape	National Health Laboratory service
SRR17006708	409	94583910	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-13	10	K026663	Eastern Cape	National Health Laboratory service
SRR17006710	421	92313426	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-13	10	K026661	Eastern Cape	National Health Laboratory service
SRR17006717	424	19644899	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-08	10	K026654	Eastern Cape	National Health Laboratory service
SRR17006719	413	82969870	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-08	10	K026652	Eastern Cape	National Health Laboratory service
SRR17006720	418	72872600	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-08	10	K026651	Eastern Cape	National Health Laboratory service
SRR17006722	421	29169561	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-07	10	K026649	Eastern Cape	National Health Laboratory service
SRR17006725	427	103800385	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-06	10	K026647	Eastern Cape	National Health Laboratory service
SRR17006731	421	115003072	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-05	10	K026598	KwaZulu-Natal	National Health Laboratory service
SRR17006736	450	30263877	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-08	10	K026593	KwaZulu-Natal	National Health Laboratory service
SRR17006738	430	102831462	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-07	10	K026591	KwaZulu-Natal	National Health Laboratory service
SRR17006746	427	55513553	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-06	10	K026584	KwaZulu-Natal	National Health Laboratory service
SRR17006748	418	4363805	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-15	10	K026902	KwaZulu-Natal	Ampath
SRR17006749	437	128968724	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-30	09	K026793	Gauteng	National Health Laboratory service
SRR17006751	425	32866026	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-30	09	K026791	Gauteng	National Health Laboratory service
SRR17006752	444	4089476	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-30	09	K026790	Gauteng	National Health Laboratory service
SRR17006753	428	110435519	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-28	09	K026789	Gauteng	National Health Laboratory service
SRR17006761	421	62686986	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026718	Eastern Cape	National Health Laboratory service
SRR17006763	416	56256302	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026716	Eastern Cape	National Health Laboratory service
SRR17006768	449	111637868	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-24	09	K026711	Eastern Cape	National Health Laboratory service
SRR17006769	416	97357255	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-22	09	K026710	Eastern Cape	National Health Laboratory service
SRR17006771	429	155231453	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-28	09	K026574	KwaZulu-Natal	National Health Laboratory service
SRR17006772	419	61388646	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-22	09	K026708	Eastern Cape	National Health Laboratory service
SRR17006773	413	118611748	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026707	Eastern Cape	National Health Laboratory service
SRR17006778	430	71413652	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-07	10	K026642	Eastern Cape	National Health Laboratory service
SRR17006780	296	1382353	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-04	10	K026640	Eastern Cape	National Health Laboratory service
SRR17006783	434	90891956	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-12	10	K026638	Eastern Cape	National Health Laboratory service
SRR17006785	435	34782569	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-11	10	K026636	Eastern Cape	National Health Laboratory service
SRR17006787	434	96688405	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-11	10	K026634	Eastern Cape	National Health Laboratory service
SRR17006791	425	45144715	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-11	10	K026630	Eastern Cape	National Health Laboratory service
SRR17006793	434	96194576	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-04	10	K026566	KwaZulu-Natal	National Health Laboratory service
SRR17006795	424	25889130	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-06	10	K026627	KwaZulu-Natal	National Health Laboratory service
SRR17006797	426	29304333	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-06	10	K026625	KwaZulu-Natal	National Health Laboratory service
SRR17006798	430	77590755	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-04	10	K026624	KwaZulu-Natal	National Health Laboratory service
SRR17006799	405	58151305	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-11	10	K026623	KwaZulu-Natal	National Health Laboratory service
SRR17006800	412	35937424	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-11	10	K026622	KwaZulu-Natal	National Health Laboratory service
SRR17006804	410	9764184	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-16	09	K026765	Gauteng	University of Pretoria
SRR17006805	435	99131658	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-16	09	K026764	Gauteng	University of Pretoria
SRR17006807	428	117020729	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-16	09	K026762	Gauteng	University of Pretoria
SRR17006817	428	44198377	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-16	09	K026754	Gauteng	University of Pretoria
SRR17006819	447	102704030	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-17	09	K026752	Gauteng	University of Pretoria
SRR17006820	422	63747210	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-17	09	K026751	Gauteng	University of Pretoria
SRR17006821	436	90905919	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-17	09	K026750	Gauteng	University of Pretoria
SRR17006824	422	35846694	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-18	09	K026748	Gauteng	University of Pretoria
SRR17006825	426	115827167	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-18	09	K026747	Gauteng	University of Pretoria
SRR17006830	429	80939629	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-20	09	K026742	Gauteng	University of Pretoria
SRR17006834	429	104838477	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-28	09	K026577	KwaZulu-Natal	National Health Laboratory service
SRR17006835	422	59965823	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-22	09	K026738	Gauteng	University of Pretoria
SRR17006836	422	47506813	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-26	09	K026737	Gauteng	University of Pretoria
SRR17006839	215	277468	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-27	09	K026734	Gauteng	University of Pretoria
SRR17006842	423	93166233	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-29	09	K026731	Gauteng	University of Pretoria
SRR17006843	418	98821104	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-29	09	K026730	Gauteng	University of Pretoria
SRR17006846	419	89091835	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-29	09	K026728	Eastern Cape	National Health Laboratory service
SRR17006848	416	81253224	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-22	09	K026726	Eastern Cape	National Health Laboratory service
SRR17006849	422	74443909	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-22	09	K026725	Eastern Cape	National Health Laboratory service
SRR17006850	427	28636526	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026702	Eastern Cape	National Health Laboratory service
SRR17006854	439	40892312	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-27	09	K026573	KwaZulu-Natal	National Health Laboratory service
SRR17006855	411	27738480	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026698	Eastern Cape	National Health Laboratory service
SRR17006857	419	60439641	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026696	Eastern Cape	National Health Laboratory service
SRR17006863	415	57656928	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-22	09	K026690	Eastern Cape	National Health Laboratory service
SRR17006869	418	89476697	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-22	09	K026685	Eastern Cape	National Health Laboratory service
SRR17006871	420	87049034	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-21	09	K026683	Eastern Cape	National Health Laboratory service
SRR17006862	420	63987942	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026691	Eastern Cape	National Health Laboratory service
SRR17006724	417	30058098	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-06	10	K026648	Eastern Cape	National Health Laboratory service
SRR17006754	413	65030191	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-22	09	K026724	Eastern Cape	National Health Laboratory service
SRR17006760	426	29218058	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-28	09	K026575	KwaZulu-Natal	National Health Laboratory service
SRR17006858	418	106679575	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-27	09	K026695	Eastern Cape	National Health Laboratory service
SRR17006866	412	104755230	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026688	Eastern Cape	National Health Laboratory service
SRR17006639	432	86092862	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-29	09	K026560	KwaZulu-Natal	National Health Laboratory service
SRR17006651	427	177911	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-11	10	K026611	KwaZulu-Natal	National Health Laboratory service
SRR17006669	428	64861479	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-28	09	K026785	Gauteng	National Health Laboratory service
SRR17006695	414	90140889	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-04	10	K026675	Eastern Cape	National Health Laboratory service
SRR17006696	411	63609966	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-05	10	K026674	Eastern Cape	National Health Laboratory service
SRR17006702	431	94454700	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-27	09	K026570	KwaZulu-Natal	National Health Laboratory service
SRR17006705	423	112020159	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-05	10	K026666	Eastern Cape	National Health Laboratory service
SRR17006715	416	52024783	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-11	10	K026656	Eastern Cape	National Health Laboratory service
SRR17006718	415	85682913	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-08	10	K026653	Eastern Cape	National Health Laboratory service
SRR17006745	418	18108090	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-06	10	K026585	KwaZulu-Natal	National Health Laboratory service
SRR17006750	425	115455388	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-28	09	K026792	Gauteng	National Health Laboratory service
SRR17006756	434	125336134	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026722	Eastern Cape	National Health Laboratory service
SRR17006758	422	71412955	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026720	Eastern Cape	National Health Laboratory service
SRR17006762	416	87200982	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026717	Eastern Cape	National Health Laboratory service
SRR17006775	410	14657969	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-22	09	K026705	Eastern Cape	National Health Laboratory service
SRR17006777	418	74340685	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026703	Eastern Cape	National Health Laboratory service
SRR17006788	434	87560543	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-09	10	K026633	Eastern Cape	National Health Laboratory service
SRR17006789	418	20076453	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-11	10	K026632	Eastern Cape	National Health Laboratory service
SRR17006794	427	77208963	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-06	10	K026628	KwaZulu-Natal	National Health Laboratory service
SRR17006796	424	35730733	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-07	10	K026626	KwaZulu-Natal	National Health Laboratory service
SRR17006832	415	85824940	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-21	09	K026740	Gauteng	University of Pretoria
SRR17006838	419	56882530	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-27	09	K026735	Gauteng	University of Pretoria
SRR17006840	422	89865773	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-28	09	K026733	Gauteng	University of Pretoria
SRR17006847	418	41448270	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-22	09	K026727	Eastern Cape	National Health Laboratory service
SRR17006852	414	104013987	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026700	Eastern Cape	National Health Laboratory service
SRR17006856	411	77781571	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026697	Eastern Cape	National Health Laboratory service
SRR17006859	414	91501799	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026694	Eastern Cape	National Health Laboratory service
SRR17006860	417	70041938	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-22	09	K026693	Eastern Cape	National Health Laboratory service
SRR17006861	414	59040756	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-24	09	K026692	Eastern Cape	National Health Laboratory service
SRR17006865	431	128077009	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-27	09	K026572	KwaZulu-Natal	National Health Laboratory service
SRR17006867	414	66719449	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-22	09	K026687	Eastern Cape	National Health Laboratory service
SRR17006872	413	94618055	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-22	09	K026682	Eastern Cape	National Health Laboratory service
SRR17006873	408	88366810	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026681	Eastern Cape	National Health Laboratory service
SRR17051933	316	91045799	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-20	11	CERI-KRISP-K032244	Gauteng	National Health Laboratory Service
SRR17088897	325	127416152	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-18	11	K032262	KwaZulu-Natal	National Health Laboratory Service
SRR17014949	324	72991357	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-04	11	K027874	KwaZulu-Natal	National Health Laboratory Service
SRR17024204	416	84729995	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-07	10	K026896	Gauteng	National Health Laboratory service
SRR17041371	275	95181054	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-12	11	K030842	Gauteng	National Health Laboratory Service
SRR17051912	310	28562737	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-19	11	CERI-KRISP-K032218	Gauteng	National Health Laboratory Service
SRR17051924	307	24431265	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-18	11	CERI-KRISP-K032206	Gauteng	National Health Laboratory Service
SRR17051926	298	54292592	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-17	11	CERI-KRISP-K032204	Gauteng	National Health Laboratory Service
SRR17051948	297	41374235	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-22	11	CERI-KRISP-K032230	Gauteng	National Health Laboratory Service
SRR17051953	305	46799888	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-19	11	CERI-KRISP-K032225	Gauteng	National Health Laboratory Service
SRR17054502	321	36336172	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-18	11	CERI-KRISP-K032274	KwaZulu-Natal	National Health Laboratory Service
SRR17054506	324	46741194	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA784038	2021-11-23	11	CERI-KRISP-K032287	KwaZulu-Natal	National Health Laboratory Service
SRR17138841	325	55530252	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-24	11	K032395	KwaZulu-Natal	National Health Laboratory Service
SRR17138842	314	26786652	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-23	11	K032394	KwaZulu-Natal	National Health Laboratory Service
SRR17138843	317	34206144	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-24	11	K032393	KwaZulu-Natal	National Health Laboratory Service
SRR17138844	310	37896843	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-24	11	K032392	KwaZulu-Natal	National Health Laboratory Service
SRR17138845	317	38372799	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-23	11	K032391	KwaZulu-Natal	National Health Laboratory Service
SRR17138846	311	46473827	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-24	11	K032427	KwaZulu-Natal	National Health Laboratory Service
SRR17138847	319	35816246	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-25	11	K032426	KwaZulu-Natal	National Health Laboratory Service
SRR17138848	326	35469825	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-24	11	K032390	KwaZulu-Natal	National Health Laboratory Service
SRR17138849	323	38879018	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-11-26	11	K032425	KwaZulu-Natal	National Health Laboratory Service
SRR17006650	438	121353191	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-06	10	K026612	KwaZulu-Natal	National Health Laboratory service
SRR17006657	427	128467233	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-08	10	K026606	KwaZulu-Natal	National Health Laboratory service
SRR17006663	418	37096447	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-06	10	K026600	KwaZulu-Natal	National Health Laboratory service
SRR17006670	443	77776676	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-01	10	K026784	Gauteng	National Health Laboratory service
SRR17006678	437	59091178	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-15	09	K026777	Gauteng	University of Pretoria
SRR17006728	444	36653329	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-07	10	K026644	Eastern Cape	National Health Laboratory service
SRR17006737	451	61631523	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-07	10	K026592	KwaZulu-Natal	National Health Laboratory service
SRR17006747	275	1260961	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-06	10	K026583	KwaZulu-Natal	National Health Laboratory service
SRR17006759	407	30201439	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-23	09	K026719	Eastern Cape	National Health Laboratory service
SRR17006845	423	185849186	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-28	09	K026576	KwaZulu-Natal	National Health Laboratory service
SRR17006641	434	33885521	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-07	10	K026620	KwaZulu-Natal	National Health Laboratory service
SRR17006707	404	117290126	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-11	10	K026664	Eastern Cape	National Health Laboratory service
SRR17006739	420	11781919	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-07	10	K026590	KwaZulu-Natal	National Health Laboratory service
SRR17006744	425	83374794	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-06	10	K026586	KwaZulu-Natal	National Health Laboratory service
SRR17006765	416	66683522	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-22	09	K026714	Eastern Cape	National Health Laboratory service
SRR17006786	464	118966744	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-10-11	10	K026635	Eastern Cape	National Health Laboratory service
SRR17006810	424	148988922	Severe acute respiratory syndrome coronavirus 2	South Africa	PRJNA636748	2021-09-16	09	K026759	Mpumalanga	University of Pretoria
